 NO,BULAN,TGL BAGI WO,NAMA PELANGGAN,STO,KETERANGAN,MITRA, SEGMEN,PAKET,AREA
3,JULI,27/07/2024,KOMPI 1 SAT BRIMOBDA POLDA 3   ,TJK,a. PS,KPU,DBS,50MBPS,INNER
2,JULI,27/07/2024,KASAT BRIMOB POLDA LAMPUNG  ,TJK,a. PS,KPU,DBS,50MBPS,INNER
1,JULI,27/07/2024,OPS BRIMOB POLDA LAMPUNG,TJK,a. PS,KPU,DBS,50MBPS,INNER
4,JULI,26/07/2024,SRC YUDEL  ,KDT,a. PS,KPU,DBS,50MBPS,INNER
5,JULI,27/07/2024,Duapuluh+ Cafe,TJK,a. PS,KPU,DBS,150MBPS,INNER
4,JULI,27/07/2024,SMK muhamadyah 1 kalianda  KALIANDA LAMPUNG,KLA,a. PS,SIM,DBS,50MBPS,INNER
7,JULI,26/07/2024,PT. SUKU MAYA TEKNOLOGI-KANTOR CABANG 2  METRO LAMPUNG,MET,a. PS,FMK,DBS,100MBPS,METRO
6,JULI,26/07/2024,ASRAMA PUTRI BORROMEA 2  METRO LAMPUNG,MET,a. PS,FMK,DBS,50MBPS,METRO
4,JULI,29/07/2024,KOS PUTRA AL-FATIH,KDT,a. PS,BTO,DBS,50MBPS,INNER
9,JULI,26/07/2024,SMK HMPTI BANJAR AGUNG  ,UNT,e. CANCEL,HOKI,DBS,100MBPS,METRO
10,JULI,26/07/2024,RUANG KASI KEUANGAN POLRES LAMPURA  KOTABUMI LAMPUNG,KBI,a. PS,DCM,DBS,50MBPS,PRINGSEWU
11,JULI,26/07/2024,ROCKET CHICKEN PRINGSEWU  PRINGSEWU LAMPUNG,PRW,a. PS,BTO,DBS,50 MBPS,PRINGSEWU
14,JULI,26/07/2024,SDN 4 KRUI  ,KRU,a. PS,GTM,DBS,50MBPS,PRINGSEWU
5,JULI,29/07/2024,Balai besar bpom bandar lampung,TJK,a. PS,KPU,DBS,IP PHONE,INNER
13,JULI,26/07/2024,"BUMDES BESI BERKILAU  Jl. Kota Agung - Bengkunat, Teba Bunuk",KOT,KENDALA BUTUH PT2NS/PT3,BTO,DBS,300 MBPS,PRINGSEWU
1,JULI,31/07/2024,BSI KCP BANDAR LAMPUNG ANTASARI  ,KDT,a. PS,STN,DBS,100MBPS,INNER
10,JULI,25/07/2024,TVRI STASIUN LAMPUNG  BANDARLAMPUNG,UNT,KENDALA BUTUH PT2NS/PT3,HOKI,DBS,50MBPS,METRO
11,JULI,25/07/2024,tvri stasiun lampung  PEMATANG RAYA,UNT,KENDALA BUTUH PT2NS/PT3,HOKI,DBS,50MBPS,METRO
7,JULI,29/07/2024,PT. PRIMADAYA PLASTISINDO TBK  BANDARLAMPUNG,SRW,a. PS,BTO,DBS,200MBPS,INNER
10,JULI,27/07/2024,MA MAARIF 06 SEPUTIH RAMAN,MET,a. PS,FMK,DBS,75MBPS,METRO
8,JULI,29/07/2024,PRIMADONA MEDIA NEWS  MENGGALA LAMPUNG,MGA,a. PS,FMK,DBS,200MBPS,METRO
9,JULI,29/07/2024,PT BINTANG UTAMA JAYA MAKMUR  ,BDA,a. PS,FMK,DBS,50MBPS,METRO
14,JULI,29/07/2024,SMA N 1 SUKOHARJO  PRINGSEWU LAMPUNG,PRW,a. PS,BTO,DBS,200MBPS,PRINGSEWU
15,JULI,29/07/2024,SMAN 1 KEDONDONG,GDT,a. PS,BTO,DBS,50MBPS,PRINGSEWU
16,JULI,29/07/2024,ROMLI BOILER  GEDONG TATAAN LAMPUNG,GDT,a. PS,BTO,DBS,50MBPS,PRINGSEWU
2,JULI,31/07/2024,SMA UTAMA 1 BANDAR LAMPUNG,TJK,a. PS,KPU,DBS,75MBPS,INNER
17,JULI,27/07/2024,CV PURNAMA JAYA AKBAR - NET,MGA,KENDALA BUTUH PT2NS/PT3,FMK,DBS,300MBPS,METRO
15,JULI,27/07/2024,MADRASHA TSANAWIYAH MUHAMMAD DAUD,GDT,a. PS,BTO,DBS,75 MBPS,PRINGSEWU
9,AGUSTUS,05/08/2024,SMP NEGERI 2 SEKAMPUNG,MET,a. PS,FMK,DBS,75MBPS,METRO
3,JULI,31/07/2024,SHOPEE EXPRESS,TJK,a. PS,KPU,DBS,50MBPS,INNER
3,JULI,30/07/2024,SMP IT SMART INSANI,BDA,a. PS,FMK,DBS,100MBPS,METRO
4,JULI,30/07/2024,BNNK LAMPUNG TIMUR RUANG VCON,SKD,a. PS,FMK,DBS,50MBPS,METRO
5,JULI,30/07/2024,BNNK LAMPUNG TIMUR,SKD,a. PS,FMK,DBS,50MBPS,METRO
6,JULI,30/07/2024,JV. ANNAS PLAFON  UNIT DUA MENGGALA LAMPUNG,UNT,a. PS,HOKI,DBS,50MBPS,METRO
2,AGUSTUS,02/08/2024,ROSALIN KOST,KDT,a. PS,BTO,DBS,75MBPS,INNER
4,JULI,31/07/2024,CV WAHYU TAMA AGRINDO,KDT,a. PS,BTO,DBS,100MBPS,INNER
5,JULI,31/07/2024,PT. Artacomindo Jejaring Nusa_L755-ALFAMART DC TEMBESU,KDT,a. PS,BTO,DBS,30MBPS,INNER
10,JULI,30/07/2024,PT. Mitra Bali Sukses  PRINGSEWU LAMPUNG,PRW,a. PS,BTO,DBS,50MBPS,PRINGSEWU
11,JULI,30/07/2024,PT. Mitra Bali Sukses  PRINGSEWU LAMPUNG,PRW,a. PS,BTO,DBS,75MBPS,PRINGSEWU
7,JULI,31/07/2024,LIELIE.STORE  METRO LAMPUNG,MET,a. PS,FMK,DBS,150MBPS,METRO
4,JULI,28/07/2024,WINDI CELL,BDU,a. PS,DCM,DBS,50MBPS,PRINGSEWU
16,JULI,31/07/2024,SMK N 1 NEGRIKATON  GEDONG TATAAN LAMPUNG,GDT,a. PS,BTO,DBS,300MBPS,PRINGSEWU
17,JULI,31/07/2024,BPKAD PESAWARAN,GDT,a. PS,BTO,DBS,150 MBPS,PRINGSEWU
1,AGUSTUS,03/08/2024,Transit Area Lampung,TJK,a. PS,KPU,DBS,50MBPS,INNER
2,AGUSTUS,02/08/2024,CHATIME BUMI KEDATON LAMPUNG  BANDARLAMPUNG,KDT,e. KENDALA PELANGGAN,BTO,DBS,50MBPS,INNER
2,AGUSTUS,03/08/2024,SMPN 3 Merbau Mataram,KLA,a. PS,SIM,DBS,200MBPS,INNER
3,AGUSTUS,03/08/2024,RODA MAKMUR QQ OWNER,TJK,a. PS,KPU,DBS,50MBPS,INNER
10,AGUSTUS,05/08/2024,SMP IT INSAN MULIA,MET,a. PS,FMK,DBS,50MBPS,METRO
11,AGUSTUS,05/08/2024,PT. BAKTI UNGGUL SEJAHTERA,MET,a. PS,FMK,DBS,100MBPS,METRO
16,AGUSTUS,05/08/2024,PT PRIMA SEKARKARSA  BANDARJAYA LAMPUNG,BDA,a. PS,FMK,DBS,50MBPS,METRO
1,AGUSTUS,01/08/2024,SUMBER RIZKY FURNITURE  BANDARLAMPUNG,TJK,a. PS,STN,DBS,100MBPS,INNER
2,AGUSTUS,01/08/2024,PT. NUSANTARA EKSPRES KILAT  BANDARLAMPUNG,KDT,a. PS,BTO,DBS,50MBPS,INNER
6,JULI,31/07/2024,BPR EKA BUMI ARTHA  ,NTR,IKG/TEKNIIS GEDUNG,BTO,DBS,50MBPS,INNER
3,AGUSTUS,01/08/2024,MABES POLRI Polda Lampung  BANDARLAMPUNG,KDT,a. PS,BTO,DGS,50MBPS,INNER
10,AGUSTUS,01/08/2024,MTS N 2 LAMPUNG TIMUR,MET,a. PS,FMK,DBS,75MBPS,METRO
11,AGUSTUS,01/08/2024,KESBANGPOL TUBABAR  MENGGALA LAMPUNG,MGA,a. PS,HOKI,DGS,50MBPS,METRO
17,AGUSTUS,01/08/2024,Kantor Kementerian Agama Kabupaten Lampung Utara,KBI,a. PS,DCM,DBS,50MBPS,PRINGSEWU
4,AGUSTUS,01/08/2024,BALAI BESAR BPOM BANDAR LAMPUNG  BANDARLAMPUNG,TJK,e. CANCEL,KPU,DBS,TELPON,INNER
5,AGUSTUS,01/08/2024,INFORMA LAMPUNG,TJK,e. KENDALA PELANGGAN,KPU,DBS,50MBPS,INNER
17,AGUSTUS,05/08/2024,DARAT LAUT SEJAHTERA ,KRU,a. PS,GTM,DBS,300MBPS,PRINGSEWU
2,AGUSTUS,05/08/2024,PT TXA Soft International qq Muhammad Hidayat,KDT,e. CANCEL,BTO,DBS,100 MBPS,INNER
8,AGUSTUS,03/08/2024,SDN 5 KARANG ANYAR,KDT,KENDALA BUTUH PT2NS/PT3,BTO,DBS,50 MBPS,INNER
9,AGUSTUS,03/08/2024,SMAK 1 METRO KANTOR,MET,a. PS,FMK,DBS,75 MBPS,METRO
9,AGUSTUS,02/08/2024,BANK LAMPUNG KCP MULYA ASRI  ,MGA,a. PS,HOKI,DBS,100MBPS,METRO
10,AGUSTUS,02/08/2024,SEHAT NUSANTARA  METRO LAMPUNG,MET,a. PS,FMK,DBS,50MBPS,METRO
11,AGUSTUS,02/08/2024,SMK KESEHATAN TUNAS HARAPAN BUNDA,BDA,a. PS,FMK,DBS,75MBPS,METRO
12,AGUSTUS,31/07/2024,"TOKO SINAR HOUSE WARE  WAY JEPARA LAMPUNG,",WJA,a. PS,FMK,DBS,300MBPS,METRO
13,AGUSTUS,02/08/2024,BANK BJB KCP BANDAR JAYA - 1,BDA,a. PS,FMK,DBS,75 MBPS,METRO
7,AGUSTUS,01/08/2024,SMP IT PERMATA BUNDA  BANDARLAMPUNG,LKP,KENDALA BUTUH PT2NS/PT3,SIM,DBS,50MBPS,INNER
8,AGUSTUS,01/08/2024,SMP IT PERMATA BUNDA  BANDARLAMPUNG,LKP,KENDALA BUTUH PT2NS/PT3,SIM,DBS,50MBPS,INNER
9,AGUSTUS,01/08/2024,SMP IT PERMATA BUNDA  BANDARLAMPUNG,LKP,KENDALA BUTUH PT2NS/PT3,SIM,DBS,50MBPS,INNER
15,AGUSTUS,02/08/2024,DINAS PENGAIRAN/RUMDIS KEPALA,BDA,a. PS,FMK,DBS,100MBPS,METRO
16,AGUSTUS,02/08/2024,BANK BJB KCP BANDAR JAYA - 2,BDA,e. CANCEL,FMK,DBS,75 MBPS,METRO
10,AGUSTUS,03/08/2024,SMAK 1 METRO LAB,MET,a. PS,FMK,DBS,200MBPS,METRO
11,AGUSTUS,03/08/2024,MI MUHAMMADIYAH BANJARSARI,MET,a. PS,FMK,DBS,50 MBPS,METRO
12,AGUSTUS,03/08/2024,YONAIS SALON DAN SPA - 3,MET,a. PS,FMK,DBS,150MBPS,METRO
13,AGUSTUS,03/08/2024,PT. MITRA PATIMAS,MET,a. PS,FMK,DBS,50MBPS,METRO
14,AGUSTUS,03/08/2024,PAGUYUBAN BATANG HARI,MET,a. PS,FMK,DBS,50 MBPS,METRO
21,AGUSTUS,02/08/2024,KOPERASI DESA MARGODADI  PRINGSEWU LAMPUNG,PRW,a. PS,BTO,DBS,200MBPS,PRINGSEWU
7,AGUSTUS,07/08/2024,TOKO CETAK BANNER,LAM,a. PS,FMK,DBS,75MBPS,METRO
,AGUSTUS,02/08/2024,SMK IT AR-RAHMAN,KOT,KENDALA BUTUH PT2NS/PT3,BTO,DBS,50 MBPS,PRINGSEWU
15,AGUSTUS,03/08/2024,SMA YOS SUDARSO METRO,MET,a. PS,FMK,DBS,300MBPS,METRO
16,AGUSTUS,03/08/2024,SMA YOS SUDARSO METRO,MET,a. PS,FMK,DBS,300MBPS,METRO
17,AGUSTUS,03/08/2024,SMP YOS SUDARSO METRO,MET,a. PS,FMK,DBS,200MBPS,METRO
18,AGUSTUS,03/08/2024,SMP YOS SUDARSO METRO,MET,a. PS,FMK,DBS,200MBPS,METRO
4,AGUSTUS,05/08/2024,FIFGROUP CSW LAMPUNG,KDT,e. KENDALA PELANGGAN,BTO,DBS,50MBPS,INNER
1,AGUSTUS,07/08/2024,SAHABAT BELAJAR,TJK,b. AKTIFASI,KPU,DBS,50MBPS,INNER
6,AGUSTUS,05/08/2024,PT MILLENIO AMERTA DATA,KDT,e. KENDALA PELANGGAN,BTO,DBS,50MBPS,INNER
7,AGUSTUS,05/08/2024,PT MILLENIO AMERTA DATA,TJK,e. KENDALA PELANGGAN,STN,DBS,50MBPS,INNER
8,AGUSTUS,05/08/2024,PT MILLENIO AMERTA DATA,TJK,e. KENDALA PELANGGAN,KPU,DBS,50MBPS,INNER
14,AGUSTUS,05/08/2024,SURYA PRINTING,MET,f. CP RNA ,FMK,DBS,300MBPS,METRO
1,AGUSTUS,06/08/2024,PT. PEJUANG KERANJANG KUNING,TJK,a. PS,KPU,DBS,50MBPS,INNER
2,AGUSTUS,06/08/2024,SMA Negeri 9 Bandar Lampung,TJK,a. PS,KPU,DBS,50MBPS,INNER
3,AGUSTUS,06/08/2024,TOMORO COFFEE CIK DITIRO,LKP,a. PS,SIM,DBS,50MBPS,INNER
4,AGUSTUS,06/08/2024,ANANDA HOMSTAY,KDT,a. PS,BTO,DBS,50MBPS,INNER
2,AGUSTUS,06/08/2024,PT MILLENIO AMERTA DATA  BANDARLAMPUNG,TJK,e. KENDALA PELANGGAN,KPU,DBS,50MBPS,INNER
7,AGUSTUS,06/08/2024,CV CAKRA BUANA PERKASA,SKD,a. PS,FMK,DBS,100MBPS,METRO
8,AGUSTUS,06/08/2024,Cabang Dinas Pendidikan Wilayah VI Provinsi Lampung,BDA,a. PS,FMK,DBS,50MBPS,METRO
9,AGUSTUS,06/08/2024,SEKOLAH LENTERA HARAPAN,BDA,a. PS,FMK,DBS,50MBPS,METRO
22,AGUSTUS,03/08/2024,SMA NEGERI 1 SEKAMPUNG,MET,KENDALA BUTUH PT2NS/PT3,FMK,DBS,300MBPS,METRO
23,AGUSTUS,03/08/2024,LKP FRENZ COM,KOT,a. PS,BTO,DBS,50MBPS,PRINGSEWU
19,AGUSTUS,05/08/2024,SMAN 1 BUKIT KEMUNING  BUKIT KEMUNING LAMPUNG,BKM,f. BUTUH PT2 SIMPLE,DCM,DBS,100MBPS,PRINGSEWU
20,AGUSTUS,05/08/2024,SMAN 1 BUKIT KEMUNING  BUKIT KEMUNING LAMPUNG,BKM,f. BUTUH PT2 SIMPLE,DCM,DBS,50 MBPS,PRINGSEWU
15,AGUSTUS,05/08/2024,RH NURSERY  ,MET,KENDALA BUTUH PT2NS/PT3,FMK,DBS,50 MBPS,METRO
21,AGUSTUS,05/08/2024,UPT SMP NEGERI 3 GADINGREJO,PRW,KENDALA BUTUH PT2NS/PT3,BTO,DBS,50 MBPS,PRINGSEWU
8,AGUSTUS,07/08/2024,NAOMI STUDIO,MET,a. PS,FMK,DBS,50MBPS,METRO
10,AGUSTUS,07/08/2024,Nasi Uduk Dewa II  ,PRW,b. AKTIFASI,BTO,DBS,200MBPS,PRINGSEWU
11,AGUSTUS,07/08/2024,PT. Flea Brilliant Agung,PRW,b. AKTIFASI,BTO,DBS,50MBPS,PRINGSEWU
2,AGUSTUS,06/08/2024,PT MILLENIO AMERTA DATA,KDT,b. AKTIFASI,BTO,DBS,50MBPS,INNER
3,AGUSTUS,07/08/2024,AL- CELLULAR  ,TJK,b. AKTIFASI,KPU,DBS,100MBPS,INNER
4,AGUSTUS,07/08/2024,KOSAN ORANGE WAY HUWI,KDT,e. KENDALA PELANGGAN,BTO,DBS,200MBPS,INNER
12,AGUSTUS,07/08/2024,MAN 1 PRINGSEWU,PRW,e. KENDALA PELANGGAN,BTO,DBS,300MBPS,PRINGSEWU
13,AGUSTUS,07/08/2024,MAN 1 PRINGSEWU,PRW,e. KENDALA PELANGGAN,BTO,DBS,300MBPS,PRINGSEWU
5,AGUSTUS,07/08/2024,SMP Negeri 6 Natar,NTR,ON HAND TEKNISI,BTO,DBS,50MBPS,INNER
9,AGUSTUS,07/08/2024,YONAIS SALON DAN SPA - 4,MET,ON HAND TEKNISI,FMK,DBS,150MBPS,METRO
6,AGUSTUS,07/08/2024,PT. BUDI PERMATA INDAH,TJK,SURVEI,KPU,DBS,TELPON,INNER
14,AGUSTUS,07/08/2024,SMP Negeri 6 Natar,NTR,ON HAND TEKNISI,BTO,DBS,50MBPS,INNER
